KY01,CT,corn,336,1975,0-5,5,1.57
KY01,CT,corn,336,1975,5-15,10,1.40
KY01,CT,corn,336,1975,15-30,15,0.79
KY01,CT,corn,336,1980,0-5,5,1.46
KY01,CT,corn,336,1980,5-15,10,1.49
KY01,CT,corn,336,1980,15-30,15,0.94
KY01,CT,corn,336,1989,0-5,5,1.73
KY01,CT,corn,336,1989,5-15,10,1.82
KY01,CT,corn,336,1989,15-30,15,1.23
KY01,NT,corn,0,1975,0-5,5,2.13
KY01,NT,corn,0,1975,5-15,10,1.26
KY01,NT,corn,0,1975,15-30,15,0.79
KY01,NT,corn,0,1980,0-5,5,2.15
KY01,NT,corn,0,1980,5-15,10,1.09
KY01,NT,corn,0,1980,15-30,15,0.57
KY01,NT,corn,0,1989,0-5,5,2.50
KY01,NT,corn,0,1989,5-15,10,1.55
KY01,NT,corn,0,1989,15-30,15,0.89
KY01,NT,corn,84,1975,0-5,5,2.30
KY01,NT,corn,84,1975,5-15,10,1.29
KY01,NT,corn,84,1975,15-30,15,0.79
KY01,NT,corn,84,1980,0-5,5,2.95
KY01,NT,corn,84,1980,5-15,10,1.28
KY01,NT,corn,84,1980,15-30,15,0.94
KY01,NT,corn,84,1989,0-5,5,2.65
KY01,NT,corn,84,1989,5-15,10,1.69
KY01,NT,corn,84,1989,15-30,15,0.90
KY01,NT,corn,168,1975,0-5,5,2.38
KY01,NT,corn,168,1975,5-15,10,1.22
KY01,NT,corn,168,1975,15-30,15,0.72
KY01,NT,corn,168,1980,0-5,5,2.80
KY01,NT,corn,168,1980,5-15,10,1.36
KY01,NT,corn,168,1980,15-30,15,0.66
KY01,NT,corn,168,1989,0-5,5,2.89
KY01,NT,corn,168,1989,5-15,10,1.66
KY01,NT,corn,168,1989,15-30,15,0.87
KY01,NT,corn,336,1975,0-5,5,2.62
KY01,NT,corn,336,1975,5-15,10,1.34
KY01,NT,corn,336,1975,15-30,15,0.84
KY01,NT,corn,336,1980,0-5,5,2.93
KY01,NT,corn,336,1980,5-15,10,1.15
KY01,NT,corn,336,1980,15-30,15,0.90
KY01,NT,corn,336,1989,0-5,5,3.25
KY01,NT,corn,336,1989,5-15,10,1.74
KY01,NT,corn,336,1989,15-30,15,1.07
AL01,CT,Initial,n/a,1980,0-15,15,1.00
AL01,CT,Initial,n/a,1980,15-30,15,0.81
AL01,CT,Initial,n/a,1980,30-45,15,0.53
AL01,CT,Initial,n/a,1980,45-60,15,0.33
AL01,CT,soybean,n/a,1990,0-5,5,0.98
AL01,CT,soybean,n/a,1990,5-10,5,0.97
AL01,CT,soybean,n/a,1990,10-20,10,1.00
AL01,CT,soybean,n/a,1990,20-30,10,
AL01,CT,soybean,n/a,1990,30-45,15,
AL01,NT,soybean,n/a,1990,0-5,5,1.60
AL01,NT,soybean,n/a,1990,5-10,5,1.51
AL01,NT,soybean,n/a,1990,10-20,10,1.00
AL01,NT,soybean,n/a,1990,20-30,10,
AL01,NT,soybean,n/a,1990,30-45,15,
AL01,CT,corn,n/a,1990,0-5,5,1.07
AL01,CT,corn,n/a,1990,5-10,5,1.07
AL01,CT,corn,n/a,1990,10-20,10,1.00
AL01,CT,corn,n/a,1990,20-30,10,
AL01,CT,corn,n/a,1990,30-45,15,
AL01,NT,corn,n/a,1990,0-5,5,2.06
AL01,NT,corn,n/a,1990,5-10,5,1.82
AL01,NT,corn,n/a,1990,10-20,10,1.09
AL01,NT,corn,n/a,1990,20-30,10,
AL01,NT,corn,n/a,1990,30-45,15,
AL01,CT,"corn, soybean",n/a,1990,0-5,5,1.02
AL01,CT,"corn, soybean",n/a,1990,5-10,5,1.00
AL01,CT,"corn, soybean",n/a,1990,10-20,10,0.89
AL01,CT,"corn, soybean",n/a,1990,20-30,10,
AL01,CT,"corn, soybean",n/a,1990,30-45,15,
AL01,NT,"corn, soybean",n/a,1990,0-5,5,1.84
AL01,NT,"corn, soybean",n/a,1990,5-10,5,1.60
AL01,NT,"corn, soybean",n/a,1990,10-20,10,0.88
AL01,NT,"corn, soybean",n/a,1990,20-30,10,
AL01,NT,"corn, soybean",n/a,1990,30-45,15,
AL02,CT,cotton,no legume,1988,0-10,10,0.56
AL02,CT,cotton,no legume,1992,0-10,10,0.50
AL02,CT,cotton,no legume,1994,0-10,10,0.35
AL02,CT,cotton,no legume,1997,0-10,10,0.50
AL02,CT,cotton,legume,1988,0-10,10,1.22
AL02,CT,cotton,legume,1992,0-10,10,0.88
AL02,CT,cotton,legume,1994,0-10,10,1.04
AL02,CT,cotton,legume,1997,0-10,10,0.84
AL02,CT,cotton-corn,legume,1988,0-10,10,1.09
AL02,CT,cotton-corn,legume,1992,0-10,10,1.06
AL02,CT,cotton-corn,legume,1994,0-10,10,1.00
AL02,CT,cotton-corn,legume,1997,0-10,10,0.85
AL02,CT,cotton-corn-soybean/rye,legume,1988,0-10,10,1.49
AL02,CT,cotton-corn-soybean/rye,legume,1992,0-10,10,1.37
AL02,CT,cotton-corn-soybean/rye,legume,1994,0-10,10,1.10
AL02,CT,cotton-corn-soybean/rye,legume,1997,0-10,10,1.27
Bri01,CT,barley,n/a,1988,0-7.5,7.5,2.80
Bri01,NT,barley,n/a,1988,0-7.5,7.5,3.53
Alb01,CT,"canola, wheat, barley, fallow",n/a,1995,0-5,5,4.78
Alb01,CT,"canola, wheat, barley, fallow",n/a,1995,5-12.5,7.5,4.03
Alb01,CT,"canola, wheat, barley, fallow",n/a,1995,12.5-20,7.5,2.76
Alb01,RT,"canola, wheat, barley, fallow",n/a,1995,0-5,5,4.78
Alb01,RT,"canola, wheat, barley, fallow",n/a,1995,5-12.5,7.5,4.03
Alb01,RT,"canola, wheat, barley, fallow",n/a,1995,12.5-20,7.5,2.76
Alb01,NT,"canola, wheat, barley, fallow",n/a,1995,0-5,5,4.78
Alb01,NT,"canola, wheat, barley, fallow",n/a,1995,5-12.5,7.5,4.03
Alb01,NT,"canola, wheat, barley, fallow",n/a,1995,12.5-20,7.5,2.76
GA01,CT,rye,n/a,1979,0-10,10,2.41
GA01,NT,rye,n/a,1979,0-10,10,2.34
GA01,CT,rye,n/a,1982,0-5,5,1.54
GA01,CT,rye,n/a,1982,5-13,8,1.45
GA01,CT,rye,n/a,1982,13-21,8,0.73
GA01,NT,rye,n/a,1982,0-5,5,2.77
GA01,NT,rye,n/a,1982,5-13,8,0.90
GA01,NT,rye,n/a,1982,13-21,8,0.49
GA01,CT,rye,n/a,1984,0-5,5,1.12
GA01,CT,rye,n/a,1984,5-13,8,1.06
GA01,CT,rye,n/a,1984,13-21,8,0.59
GA01,NT,rye,n/a,1984,0-5,5,2.00
GA01,NT,rye,n/a,1984,5-13,8,0.76
GA01,NT,rye,n/a,1984,13-21,8,0.55
GA01,CT,rye,n/a,1985,0-5,5,1.23
GA01,CT,rye,n/a,1985,5-13,8,0.99
GA01,CT,rye,n/a,1985,13-21,8,0.58
GA01,NT,rye,n/a,1985,0-5,5,2.02
GA01,NT,rye,n/a,1985,5-13,8,0.84
GA01,NT,rye,n/a,1985,13-21,8,0.53
GA01,CT,rye,n/a,1986,0-5,5,1.27
GA01,CT,rye,n/a,1986,5-13,8,1.14
GA01,CT,rye,n/a,1986,13-21,8,0.78
GA01,NT,rye,n/a,1986,0-5,5,1.95
GA01,NT,rye,n/a,1986,5-13,8,0.91
GA01,NT,rye,n/a,1986,13-21,8,0.46
GA01,CT,rye,n/a,1988,0-5,5,1.26
GA01,CT,rye,n/a,1988,5-13,8,1.08
GA01,CT,rye,n/a,1988,13-21,8,0.47
GA01,NT,rye,n/a,1988,0-5,5,1.88
GA01,NT,rye,n/a,1988,5-13,8,0.83
GA01,NT,rye,n/a,1988,13-21,8,0.43
GA01,CT,rye,n/a,1990,0-5,5,1.17
GA01,CT,rye,n/a,1990,5-13,8,0.97
GA01,CT,rye,n/a,1990,13-21,8,0.62
GA01,NT,rye,n/a,1990,0-5,5,2.26
GA01,NT,rye,n/a,1990,5-13,8,0.83
GA01,NT,rye,n/a,1990,13-21,8,0.45
NE01a,n/a,sod,n/a,1970,0-20,20,1.75
NE01a,n/a,sod,n/a,1972,0-20,20,
NE01a,n/a,sod,n/a,1976,0-20,20,
NE01a,n/a,sod,n/a,1978,0-20,20,
NE01a,n/a,sod,n/a,1981,0-20,20,1.70
NE01a,n/a,sod,n/a,1982,0-20,20,1.77
NE01a,n/a,sod,n/a,1983,0-20,20,1.64
NE01a,n/a,sod,n/a,1986,0-20,20,1.90
NE01a,n/a,sod,n/a,1990,0-20,20,1.80
NE01a,NT,wheat-fallow,n/a,1970,0-20,20,1.78
NE01a,NT,wheat-fallow,n/a,1972,0-20,20,
NE01a,NT,wheat-fallow,n/a,1976,0-20,20,
NE01a,NT,wheat-fallow,n/a,1978,0-20,20,1.53
NE01a,NT,wheat-fallow,n/a,1981,0-20,20,1.64
NE01a,NT,wheat-fallow,n/a,1982,0-20,20,1.60
NE01a,NT,wheat-fallow,n/a,1983,0-20,20,1.57
NE01a,NT,wheat-fallow,n/a,1986,0-20,20,1.74
NE01a,NT,wheat-fallow,n/a,1990,0-20,20,1.61
NE01a,RT,wheat-fallow,n/a,1970,0-20,10,1.69
NE01a,RT,wheat-fallow,n/a,1972,0-20,20,
NE01a,RT,wheat-fallow,n/a,1976,0-20,20,
NE01a,RT,wheat-fallow,n/a,1978,0-20,20,
NE01a,RT,wheat-fallow,n/a,1981,0-20,20,1.50
NE01a,RT,wheat-fallow,n/a,1982,0-20,20,1.47
NE01a,RT,wheat-fallow,n/a,1983,0-20,20,
NE01a,RT,wheat-fallow,n/a,1986,0-20,20,1.53
NE01a,RT,wheat-fallow,n/a,1990,0-20,20,1.43
NE01a,CT,wheat-fallow,n/a,1970,0-20,20,1.63
NE01a,CT,wheat-fallow,n/a,1972,0-20,20,
NE01a,CT,wheat-fallow,n/a,1976,0-20,20,
NE01a,CT,wheat-fallow,n/a,1978,0-20,20,1.28
NE01a,CT,wheat-fallow,n/a,1981,0-20,20,1.31
NE01a,CT,wheat-fallow,n/a,1982,0-20,20,1.30
NE01a,CT,wheat-fallow,n/a,1983,0-20,20,1.37
NE01a,CT,wheat-fallow,n/a,1986,0-20,20,1.48
NE01a,CT,wheat-fallow,n/a,1990,0-20,20,1.20
NE01b,n/a,sod,n/a,1980,0-20,20,1.55
NE01b,n/a,sod,n/a,1981,0-20,20,1.46
NE01b,n/a,sod,n/a,1991,0-20,20,1.59
NE01b,NT,wheat-fallow,n/a,1980,0-20,20,1.46
NE01b,NT,wheat-fallow,n/a,1981,0-20,20,1.43
NE01b,NT,wheat-fallow,n/a,1991,0-20,20,1.54
NE01b,RT,wheat-fallow,n/a,1980,0-20,20,1.37
NE01b,RT,wheat-fallow,n/a,1981,0-20,20,1.15
NE01b,RT,wheat-fallow,n/a,1991,0-20,20,1.20
NE01b,CT,wheat-fallow,n/a,1980,0-20,20,1.29
NE01b,CT,wheat-fallow,n/a,1981,0-20,20,0.95
NE01b,CT,wheat-fallow,n/a,1991,0-20,20,1.12
SC01,RT,corn,n/a,1979,0-5,5,0.63
SC01,RT,corn,n/a,1979,5-10,5,0.52
SC01,RT,corn,n/a,1979,10-15,5,0.39
SC01,NT,corn,n/a,1979,0-5,5,0.53
SC01,NT,corn,n/a,1979,5-10,5,0.46
SC01,NT,corn,n/a,1979,10-15,5,0.45
SC01,RT,corn,n/a,1980,0-2.5,2.5,0.64
SC01,RT,corn,n/a,1980,2.5-5.0,2.5,0.58
SC01,RT,corn,n/a,1980,5.0-7.5,2.5,0.64
SC01,RT,corn,n/a,1980,7.5-10.0,2.5,0.52
SC01,RT,corn,n/a,1980,10.0-12.5,2.5,0.47
SC01,RT,corn,n/a,1980,12.5-15.0,2.5,0.47
SC01,NT,corn,n/a,1980,0-2.5,2.5,0.81
SC01,NT,corn,n/a,1980,2.5-5.0,2.5,0.70
SC01,NT,corn,n/a,1980,5.0-7.5,2.5,0.76
SC01,NT,corn,n/a,1980,7.5-10.0,2.5,0.81
SC01,NT,corn,n/a,1980,10.0-12.5,2.5,0.70
SC01,NT,corn,n/a,1980,12.5-15.0,2.5,0.60
SC01,RT,corn,n/a,1981,0-2.5,2.5,0.98
SC01,RT,corn,n/a,1981,2.5-5.0,2.5,0.93
SC01,RT,corn,n/a,1981,5.0-7.5,2.5,0.70
SC01,RT,corn,n/a,1981,7.5-10.0,2.5,0.70
SC01,RT,corn,n/a,1981,10.0-12.5,2.5,0.64
SC01,RT,corn,n/a,1981,12.5-15.0,2.5,0.60
SC01,NT,corn,n/a,1981,0-2.5,2.5,1.10
SC01,NT,corn,n/a,1981,2.5-5.0,2.5,0.98
SC01,NT,corn,n/a,1981,5.0-7.5,2.5,0.76
SC01,NT,corn,n/a,1981,7.5-10.0,2.5,0.76
SC01,NT,corn,n/a,1981,10.0-12.5,2.5,0.70
SC01,NT,corn,n/a,1981,12.5-15.0,2.5,0.60
SC01,RT,corn,n/a,1982,0-2.5,2.5,0.98
SC01,RT,corn,n/a,1982,2.5-5.0,2.5,0.81
SC01,RT,corn,n/a,1982,5.0-7.5,2.5,0.76
SC01,RT,corn,n/a,1982,7.5-10.0,2.5,0.70
SC01,RT,corn,n/a,1982,10.0-12.5,2.5,0.52
SC01,RT,corn,n/a,1982,12.5-15.0,2.5,0.47
SC01,NT,corn,n/a,1982,0-2.5,2.5,1.05
SC01,NT,corn,n/a,1982,2.5-5.0,2.5,0.81
SC01,NT,corn,n/a,1982,5.0-7.5,2.5,0.76
SC01,NT,corn,n/a,1982,7.5-10.0,2.5,0.70
SC01,NT,corn,n/a,1982,10.0-12.5,2.5,0.64
SC01,NT,corn,n/a,1982,12.5-15.0,2.5,0.52
SC01,RT,corn,n/a,1986,0-2.5,2.5,1.34
SC01,RT,corn,n/a,1986,2.5-5.0,2.5,1.28
SC01,RT,corn,n/a,1986,5.0-7.5,2.5,1.22
SC01,RT,corn,n/a,1986,7.5-10.0,2.5,1.22
SC01,RT,corn,n/a,1986,10.0-12.5,2.5,1.10
SC01,RT,corn,n/a,1986,12.5-15.0,2.5,0.98
SC01,NT,corn,n/a,1986,0-2.5,2.5,2.20
SC01,NT,corn,n/a,1986,2.5-5.0,2.5,1.74
SC01,NT,corn,n/a,1986,5.0-7.5,2.5,1.45
SC01,NT,corn,n/a,1986,7.5-10.0,2.5,1.28
SC01,NT,corn,n/a,1986,10.0-12.5,2.5,1.22
SC01,NT,corn,n/a,1986,12.5-15.0,2.5,1.16
SC01,RT,corn,n/a,1988-93,0-5,5,0.72
SC01,RT,corn,n/a,1988-93,5-10,5,0.56
SC01,RT,corn,n/a,1988-93,10-15,5,0.45
SC01,NT,corn,n/a,1988-93,0-5,5,1.20
SC01,NT,corn,n/a,1988-93,5-10,5,0.63
SC01,NT,corn,n/a,1988-93,10-15,5,0.48
KA01,CT,soybean,n/a,1986,0-2.5,2.5,1.14
KA01,CT,soybean,n/a,1986,2.5-7.5,5,1.13
KA01,CT,soybean,n/a,1986,7.5-15,7.5,1.10
KA01,CT,soybean,n/a,1986,15-30,15,0.96
KA01,NT,soybean,n/a,1986,0-2.5,2.5,1.43
KA01,NT,soybean,n/a,1986,2.5-7.5,5,1.13
KA01,NT,soybean,n/a,1986,7.5-15,7.5,1.10
KA01,NT,soybean,n/a,1986,15-30,15,1.00
KA01,CT,sorghum-soybean,n/a,1986,0-2.5,2.5,1.25
KA01,CT,sorghum-soybean,n/a,1986,2.5-7.5,5,1.23
KA01,CT,sorghum-soybean,n/a,1986,7.5-15,7.5,1.16
KA01,CT,sorghum-soybean,n/a,1986,15-30,15,1.04
KA01,NT,sorghum-soybean,n/a,1986,0-2.5,2.5,1.86
KA01,NT,sorghum-soybean,n/a,1986,2.5-7.5,5,1.30
KA01,NT,sorghum-soybean,n/a,1986,7.5-15,7.5,1.19
KA01,NT,sorghum-soybean,n/a,1986,15-30,15,1.03
KA01,CT,sorghum,n/a,1986,0-2.5,2.5,1.41
KA01,CT,sorghum,n/a,1986,2.5-7.5,5,1.36
KA01,CT,sorghum,n/a,1986,7.5-15,7.5,1.26
KA01,CT,sorghum,n/a,1986,15-30,15,1.10
KA01,NT,sorghum,n/a,1986,0-2.5,2.5,1.98
KA01,NT,sorghum,n/a,1986,2.5-7.5,5,1.25
KA01,NT,sorghum,n/a,1986,7.5-15,7.5,1.16
KA01,NT,sorghum,n/a,1986,15-30,15,1.06
KA02,CT,soybean,n/a,1986,0-2.5,2.5,2.17
KA02,CT,soybean,n/a,1986,2.5-7.5,5,2.09
KA02,CT,soybean,n/a,1986,7.5-15,7.5,2.02
KA02,CT,soybean,n/a,1986,15-30,15,1.80
KA02,NT,soybean,n/a,1986,0-2.5,2.5,2.13
KA02,NT,soybean,n/a,1986,2.5-7.5,5,1.98
KA02,NT,soybean,n/a,1986,7.5-15,7.5,2.00
KA02,NT,soybean,n/a,1986,15-30,15,1.70
KA02,CT,sorghum-soybean,n/a,1986,0-2.5,2.5,2.19
KA02,CT,sorghum-soybean,n/a,1986,2.5-7.5,5,1.94
KA02,CT,sorghum-soybean,n/a,1986,7.5-15,7.5,1.83
KA02,CT,sorghum-soybean,n/a,1986,15-30,15,1.53
KA02,NT,sorghum-soybean,n/a,1986,0-2.5,2.5,2.28
KA02,NT,sorghum-soybean,n/a,1986,2.5-7.5,5,1.98
KA02,NT,sorghum-soybean,n/a,1986,7.5-15,7.5,1.87
KA02,NT,sorghum-soybean,n/a,1986,15-30,15,1.57
KA02,CT,sorghum,n/a,1986,0-2.5,2.5,2.35
KA02,CT,sorghum,n/a,1986,2.5-7.5,5,2.15
KA02,CT,sorghum,n/a,1986,7.5-15,7.5,2.07
KA02,CT,sorghum,n/a,1986,15-30,15,1.78
KA02,NT,sorghum,n/a,1986,0-2.5,2.5,2.67
KA02,NT,sorghum,n/a,1986,2.5-7.5,5,2.26
KA02,NT,sorghum,n/a,1986,7.5-15,7.5,2.08
KA02,NT,sorghum,n/a,1986,15-30,15,1.81
KA03,CT,soybean,0,1986,0-2.5,2.5,0.74
KA03,CT,soybean,0,1986,2.5-7.5,5,0.77
KA03,CT,soybean,0,1986,7.5-15,7.5,0.73
KA03,CT,soybean,0,1986,15-30,15,0.68
KA03,CT,soybean,252,1986,0-2.5,2.5,0.78
KA03,CT,soybean,252,1986,2.5-7.5,5,0.78
KA03,CT,soybean,252,1986,7.5-15,7.5,0.68
KA03,CT,soybean,252,1986,15-30,15,0.62
KA03,CT,corn-soybean,0,1986,0-2.5,2.5,0.77
KA03,CT,corn-soybean,0,1986,2.5-7.5,5,0.87
KA03,CT,corn-soybean,0,1986,7.5-15,7.5,0.74
KA03,CT,corn-soybean,0,1986,15-30,15,0.67
KA03,CT,corn-soybean,252,1986,0-2.5,2.5,0.81
KA03,CT,corn-soybean,252,1986,2.5-7.5,5,0.84
KA03,CT,corn-soybean,252,1986,7.5-15,7.5,0.75
KA03,CT,corn-soybean,252,1986,15-30,15,0.69
KA03,CT,corn,0,1986,0-2.5,2.5,0.86
KA03,CT,corn,0,1986,2.5-7.5,5,0.92
KA03,CT,corn,0,1986,7.5-15,7.5,0.85
KA03,CT,corn,0,1986,15-30,15,0.70
KA03,CT,corn,252,1986,0-2.5,2.5,0.95
KA03,CT,corn,252,1986,2.5-7.5,5,0.97
KA03,CT,corn,252,1986,7.5-15,7.5,0.82
KA03,CT,corn,252,1986,15-30,15,0.71
IL01,n/a,hay,n/a,Tall Fescue hay,0-15,15,1.40
IL01,NT,corn-soybean,n/a,1989,0-5,5,1.75
IL01,NT,corn-soybean,n/a,1989,5-15,10,1.18
IL01,NT,corn-soybean,n/a,1989,15-30,15,0.37
IL01,RT,corn-soybean,n/a,1989,0-5,5,1.53
IL01,RT,corn-soybean,n/a,1989,5-15,10,1.19
IL01,RT,corn-soybean,n/a,1989,15-30,15,0.45
IL01,CT,corn-soybean,n/a,1989,0-5,5,1.08
IL01,CT,corn-soybean,n/a,1989,5-15,10,1.23
IL01,CT,corn-soybean,n/a,1989,15-30,15,0.45
IL01,NT,corn-soybean,n/a,1990,0-5,5,1.80
IL01,NT,corn-soybean,n/a,1990,5-15,10,1.21
IL01,NT,corn-soybean,n/a,1990,15-30,15,0.43
IL01,RT,corn-soybean,n/a,1990,0-5,5,1.56
IL01,RT,corn-soybean,n/a,1990,5-15,10,0.94
IL01,RT,corn-soybean,n/a,1990,15-30,15,0.29
IL01,CT,corn-soybean,n/a,1990,0-5,5,1.15
IL01,CT,corn-soybean,n/a,1990,5-15,10,1.06
IL01,CT,corn-soybean,n/a,1990,15-30,15,0.24
IL01,NT,corn-soybean,n/a,1991,0-5,5,1.79
IL01,NT,corn-soybean,n/a,1991,5-15,10,1.15
IL01,NT,corn-soybean,n/a,1991,15-30,15,0.42
IL01,RT,corn-soybean,n/a,1991,0-5,5,1.54
IL01,RT,corn-soybean,n/a,1991,5-15,10,1.13
IL01,RT,corn-soybean,n/a,1991,15-30,15,0.34
IL01,CT,corn-soybean,n/a,1991,0-5,5,1.21
IL01,CT,corn-soybean,n/a,1991,5-15,10,1.14
IL01,CT,corn-soybean,n/a,1991,15-30,15,0.53
IL01,NT,corn-soybean,n/a,1992,0-5,5,1.65
IL01,NT,corn-soybean,n/a,1992,5-15,10,1.13
IL01,NT,corn-soybean,n/a,1992,15-30,15,0.47
IL01,RT,corn-soybean,n/a,1992,0-5,5,1.52
IL01,RT,corn-soybean,n/a,1992,5-15,10,1.26
IL01,RT,corn-soybean,n/a,1992,15-30,15,0.43
IL01,CT,corn-soybean,n/a,1992,0-5,5,1.28
IL01,CT,corn-soybean,n/a,1992,5-15,10,1.12
IL01,CT,corn-soybean,n/a,1992,15-30,15,0.46
IL01,NT,corn-soybean,n/a,1997,0-5,5,1.87
IL01,NT,corn-soybean,n/a,1996,5-15,10,1.13
IL01,NT,corn-soybean,n/a,1996,15-30,15,
IL01,RT,corn-soybean,n/a,1996,0-5,5,1.54
IL01,RT,corn-soybean,n/a,1996,5-15,10,1.11
IL01,RT,corn-soybean,n/a,1996,15-30,15,
IL01,CT,corn-soybean,n/a,1996,0-5,5,1.30
IL01,CT,corn-soybean,n/a,1996,5-15,10,1.09
IL01,CT,corn-soybean,n/a,1996,15-30,15,
IL02,CT,corn,0,1904,0-15,15,2.11
IL02,CT,corn,0,1913,0-15,15,2.03
IL02,CT,corn,0,1923,0-15,15,1.80
IL02,CT,corn,0,1933,0-15,15,1.68
IL02,CT,corn,0,1943,0-15,15,1.56
IL02,CT,corn,0,1953,0-15,15,1.33
IL02,CT,corn,0,1961,0-15,15,1.49
IL02,CT,corn,0,1973,0-15,15,1.40
IL02,CT,corn,0,1983,0-15,15,1.38
IL02,CT,corn,0,1993,0-15,15,1.41
IL02,CT,corn,Man./Lime/P,1904,0-15,15,2.15
IL02,CT,corn,MLP,1913,0-15,15,2.63
IL02,CT,corn,MLP,1923,0-15,15,2.48
IL02,CT,corn,MLP,1933,0-15,15,2.43
IL02,CT,corn,MLP,1943,0-15,15,2.30
IL02,CT,corn,MLP,1953,0-15,15,2.06
IL02,CT,corn,MLP,1961,0-15,15,2.20
IL02,CT,corn,MLP,1973,0-15,15,2.01
IL02,CT,corn,MLP,1983,0-15,15,1.88
IL02,CT,corn,MLP,1993,0-15,15,1.91
IL02,CT,corn-oat-soybean,0,1904,0-15,15,2.39
IL02,CT,corn-oat-soybean,0,1913,0-15,15,2.13
IL02,CT,corn-oat-soybean,0,1923,0-15,15,2.08
IL02,CT,corn-oat-soybean,0,1933,0-15,15,2.01
IL02,CT,corn-oat-soybean,0,1943,0-15,15,2.02
IL02,CT,corn-oat-soybean,0,1953,0-15,15,1.86
IL02,CT,corn-oat-soybean,0,1961,0-15,15,1.85
IL02,CT,corn-oat-soybean,0,1973,0-15,15,1.81
IL02,CT,corn-oat-soybean,0,1983,0-15,15,1.70
IL02,CT,corn-oat-soybean,0,1993,0-15,15,1.78
IL02,CT,corn-oat-soybean,MLP,1904,0-15,15,2.97
IL02,CT,corn-oat-soybean,MLP,1913,0-15,15,2.98
IL02,CT,corn-oat-soybean,MLP,1923,0-15,15,3.01
IL02,CT,corn-oat-soybean,MLP,1933,0-15,15,3.06
IL02,CT,corn-oat-soybean,MLP,1943,0-15,15,2.99
IL02,CT,corn-oat-soybean,MLP,1953,0-15,15,2.83
IL02,CT,corn-oat-soybean,MLP,1961,0-15,15,2.82
IL02,CT,corn-oat-soybean,MLP,1973,0-15,15,2.61
IL02,CT,corn-oat-soybean,MLP,1983,0-15,15,2.41
IL02,CT,corn-oat-soybean,MLP,1993,0-15,15,2.18
IL02,CT,corn-oat-hay,0,1904,0-15,15,2.33
IL02,CT,corn-oat-hay,0,1913,0-15,15,2.14
IL02,CT,corn-oat-hay,0,1923,0-15,15,2.19
IL02,CT,corn-oat-hay,0,1933,0-15,15,2.06
IL02,CT,corn-oat-hay,0,1943,0-15,15,2.11
IL02,CT,corn-oat-hay,0,1953,0-15,15,1.93
IL02,CT,corn-oat-hay,0,1961,0-15,15,1.91
IL02,CT,corn-oat-hay,0,1973,0-15,15,1.85
IL02,CT,corn-oat-hay,0,1983,0-15,15,1.90
IL02,CT,corn-oat-hay,0,1993,0-15,15,2.05
IL02,CT,corn-oat-hay,MLP,1904,0-15,15,3.29
IL02,CT,corn-oat-hay,MLP,1913,0-15,15,3.29
IL02,CT,corn-oat-hay,MLP,1923,0-15,15,3.13
IL02,CT,corn-oat-hay,MLP,1933,0-15,15,3.35
IL02,CT,corn-oat-hay,MLP,1943,0-15,15,3.36
IL02,CT,corn-oat-hay,MLP,1953,0-15,15,3.07
IL02,CT,corn-oat-hay,MLP,1961,0-15,15,3.05
IL02,CT,corn-oat-hay,MLP,1973,0-15,15,3.01
IL02,CT,corn-oat-hay,MLP,1983,0-15,15,3.02
